Date,AirPort,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressurehPa,Mean Sea Level PressurehPa,Min Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm/h,Mean Wind SpeedKm/h,Max Gust SpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees
2011-12-03,ORD,10,7,3,6,4,0,89,75,61,1027,1022,1013,16,13,5,48,21,64.0,8.38,8,Rain,183
2011-12-04,ORD,11,7,2,9,4,-2,89,80,70,1025,1016,1011,16,15,6,45,20,58.0,0.51,8,Rain,260
2011-12-05,ORD,4,3,2,2,0,-2,85,78,70,1026,1025,1023,16,16,11,26,14,40.0,2.03,8,Rain-Snow,354
2011-12-06,ORD,3,0,-3,-1,-4,-8,75,67,58,1026,1024,1021,16,15,6,29,13,39.0,T,7,Snow,5
2011-12-07,ORD,1,-1,-4,-6,-7,-10,81,62,43,1020,1018,1015,16,16,16,32,15,40.0,0.00,4,,264
2011-12-08,ORD,2,-1,-4,-4,-6,-7,81,70,59,1024,1022,1020,16,16,16,24,10,32.0,0.00,8,,248
2011-12-09,ORD,0,-4,-8,-3,-9,-14,85,64,42,1031,1025,1022,16,12,3,26,14,35.0,0.76,5,Snow,292
2011-12-10,ORD,-3,-7,-11,-8,-14,-17,70,54,38,1035,1032,1030,16,16,16,23,15,32.0,0.00,1,,239
2011-12-11,ORD,7,2,-3,-2,-5,-8,75,64,53,1031,1029,1028,16,16,16,34,19,39.0,0.00,0,,201
2011-12-12,ORD,8,2,-5,-3,-4,-7,88,67,45,1030,1029,1028,16,16,16,21,10,24.0,0.00,4,,187
2011-12-13,ORD,7,6,3,4,1,-3,93,76,58,1030,1027,1024,16,13,3,14,6,19.0,2.29,8,Rain,181
2011-12-14,ORD,13,9,5,12,7,4,96,93,89,1023,1014,1005,16,9,4,40,21,50.0,36.32,8,Rain,187
2011-12-15,ORD,14,7,1,12,3,-7,93,76,59,1025,1010,1003,16,15,6,48,29,63.0,0.51,8,Rain,263
2011-12-16,ORD,1,-1,-3,-6,-7,-8,75,66,56,1030,1028,1025,16,16,16,24,10,29.0,0.00,3,,300
2011-12-17,ORD,0,-1,-2,-3,-3,-6,92,81,69,1027,1024,1022,16,10,2,19,8,24.0,1.52,8,Snow,229
2011-12-18,ORD,7,2,-4,2,-3,-6,92,75,57,1024,1021,1012,16,9,0,35,15,42.0,0.00,4,Fog,221
2011-12-19,ORD,10,7,3,3,1,-2,76,71,65,1023,1016,1011,16,16,16,29,19,50.0,T,6,,351
2011-12-20,ORD,4,3,2,3,0,-4,92,76,59,1022,1015,1007,16,12,3,26,12,48.0,T,8,Rain,74
2011-12-21,ORD,6,4,3,4,3,0,100,90,79,1014,1008,1004,16,9,1,26,10,34.0,0.25,8,Fog-Rain,264
2011-12-22,ORD,4,2,-1,2,-1,-6,92,81,69,1025,1019,1014,16,12,2,34,13,47.0,0.51,7,Rain-Snow,338
2011-12-23,ORD,1,-2,-5,-6,-7,-9,81,66,51,1028,1026,1023,16,16,16,26,14,35.0,0.00,4,,260
2011-12-24,ORD,4,-1,-6,-3,-4,-7,92,73,54,1027,1025,1021,16,16,13,32,15,39.0,0.00,1,,210
2011-12-25,ORD,7,3,-2,-3,-4,-5,78,64,49,1027,1022,1017,16,16,16,39,19,50.0,0.00,3,,278
2011-12-26,ORD,7,1,-5,1,-3,-6,89,71,53,1027,1020,1010,16,15,10,37,18,47.0,1.52,3,Rain,208
2011-12-27,ORD,5,1,-3,2,-2,-8,92,76,59,1015,1007,1001,16,14,8,47,20,56.0,1.52,7,Rain,292
2011-12-28,ORD,-1,-3,-7,-3,-9,-12,85,68,50,1019,1016,1010,16,16,16,24,10,29.0,0.00,5,,226
2011-12-29,ORD,9,4,-1,1,-1,-2,89,74,58,1009,1004,999,16,16,14,37,15,50.0,0.25,4,Rain,232
2011-12-30,ORD,7,3,0,6,3,-2,93,85,76,1009,1002,996,16,7,1,35,14,47.0,10.41,8,Rain,58
2011-12-31,ORD,4,2,-2,2,0,-3,92,87,82,1017,1012,1006,16,10,6,35,17,45.0,0.00,6,,209
2011-09-01,LAX,21,18,15,14,14,13,90,76,61,1012,1011,1009,16,11,4,23,13,,0.00,5,Fog,265
2011-09-02,LAX,19,17,14,14,13,13,93,83,73,1014,1012,1011,16,10,4,26,14,32.0,0.00,6,Fog,263
2011-09-03,LAX,19,17,15,14,13,13,93,81,68,1013,1012,1011,16,13,4,32,13,37.0,0.00,3,Fog,246
2011-09-04,LAX,21,18,16,15,14,13,97,83,68,1012,1011,1010,16,13,3,40,13,45.0,0.00,4,Fog,252
2011-09-05,LAX,27,22,17,15,14,13,84,68,52,1012,1010,1009,16,16,13,29,12,37.0,T,4,Rain,243
2011-09-06,LAX,29,23,18,16,14,13,84,62,40,1012,1011,1010,16,16,14,26,9,29.0,0.00,1,Fog,261
2011-09-07,LAX,28,24,19,17,16,14,81,65,48,1014,1013,1011,16,16,16,23,10,,0.00,1,,260
2011-09-08,LAX,28,23,17,17,15,12,81,62,42,1015,1013,1010,16,16,16,32,11,37.0,0.00,1,Fog,250
2011-09-09,LAX,22,19,17,16,15,13,90,79,68,1012,1010,1007,16,14,8,23,10,29.0,0.00,2,,250
2011-09-10,LAX,24,21,17,14,13,13,84,69,53,1013,1011,1010,16,16,14,23,12,32.0,T,6,,144
2011-09-11,LAX,23,21,18,14,13,12,78,66,53,1016,1015,1013,16,16,16,26,14,35.0,0.00,4,,224
2011-09-12,LAX,23,20,17,16,14,13,87,72,57,1017,1016,1015,16,16,16,27,12,,0.00,1,,262
2011-09-13,LAX,22,20,17,17,16,15,93,80,66,1017,1016,1014,16,15,10,23,10,,0.00,4,Fog,259
2011-09-14,LAX,21,19,17,16,16,15,90,80,70,1015,1013,1011,16,14,8,26,11,34.0,0.00,5,,268
2011-09-15,LAX,23,20,17,16,15,14,90,78,66,1013,1012,1011,16,11,5,26,11,32.0,0.00,6,Fog,262
2011-09-16,LAX,19,18,17,17,16,15,87,83,78,1015,1014,1012,16,13,4,21,10,24.0,T,8,,247
2011-09-17,LAX,22,19,17,16,14,13,87,74,61,1017,1016,1015,16,16,16,27,13,34.0,0.00,6,,249
2011-09-18,LAX,21,18,15,16,14,13,93,80,66,1017,1016,1015,16,15,11,26,10,35.0,0.00,4,,259
2011-09-19,LAX,19,18,16,16,16,15,93,87,81,1016,1014,1013,13,5,0,24,12,32.0,0.00,7,Fog,274
2011-09-20,LAX,21,18,16,15,15,14,97,85,73,1015,1013,1011,16,7,0,26,11,35.0,0.00,7,Fog,263
2011-09-21,LAX,21,18,16,16,15,14,97,85,73,1014,1013,1012,16,9,4,24,10,29.0,0.00,6,,258
2011-09-22,LAX,22,19,16,16,16,15,100,84,68,1015,1014,1013,11,3,0,32,10,37.0,0.00,6,Fog,273
2011-09-23,LAX,23,20,16,16,16,15,97,85,73,1016,1015,1013,16,10,1,24,11,29.0,0.00,5,Fog,256
2011-09-24,LAX,20,19,17,16,15,14,93,86,78,1016,1014,1014,16,12,6,24,11,32.0,T,8,,265
2011-09-25,LAX,21,19,16,14,14,14,84,76,68,1016,1014,1013,16,16,13,24,8,29.0,0.00,6,,251
2011-09-26,LAX,22,19,16,16,14,13,90,76,61,1015,1013,1012,16,14,11,24,10,29.0,0.00,4,,240
2011-09-27,LAX,23,20,16,17,16,15,93,79,64,1015,1013,1011,16,13,1,29,9,35.0,0.00,3,Fog,247
2011-09-28,LAX,21,19,18,16,16,16,87,80,73,1016,1015,1013,11,7,3,23,8,26.0,0.00,7,Fog,201
2011-09-29,LAX,22,19,17,16,15,14,93,80,66,1015,1014,1013,16,10,5,24,11,29.0,0.00,3,Fog,254
2011-09-30,LAX,20,19,17,16,14,14,90,79,68,1016,1014,1012,16,14,10,37,14,42.0,0.25,5,Rain,271
2011-10-01,LAX,25,20,15,16,14,13,97,74,50,1014,1013,1012,16,16,16,37,10,42.0,0.00,1,,246
2011-10-02,LAX,24,21,18,16,14,12,84,67,49,1016,1014,1013,16,16,16,32,12,40.0,0.00,2,,255
2011-10-03,LAX,22,19,17,14,13,10,84,70,55,1014,1013,1013,16,16,16,40,16,48.0,0.00,2,,255
2011-10-04,LAX,21,18,16,14,13,10,84,74,63,1015,1014,1013,16,16,10,32,13,40.0,0.51,5,Rain,258
2011-10-05,LAX,18,16,14,17,14,8,100,82,64,1014,1011,1009,16,9,1,45,19,58.0,15.49,6,Rain,210
2011-10-06,LAX,18,15,11,11,9,8,83,68,52,1014,1012,1011,16,16,16,37,12,45.0,0.00,2,,268
2011-10-07,LAX,21,16,12,12,10,7,83,63,42,1019,1017,1014,16,16,16,32,10,37.0,0.00,1,,259
2011-10-08,LAX,22,17,13,12,9,6,80,58,35,1018,1016,1014,16,16,16,23,9,26.0,0.00,0,,272
2011-10-09,LAX,23,19,14,13,11,6,78,58,37,1015,1013,1011,16,16,16,23,9,27.0,0.00,1,,237
2011-10-10,LAX,22,18,14,14,13,9,90,67,44,1014,1013,1012,16,13,10,23,7,27.0,0.00,3,Fog,242
2011-10-11,LAX,24,19,14,16,14,12,93,71,49,1013,1012,1010,16,11,4,24,8,26.0,0.00,1,Fog,252
2011-10-12,LAX,30,24,18,16,13,11,87,61,34,1012,1010,1008,16,16,16,21,7,26.0,0.00,0,,263
2011-10-13,LAX,33,27,19,17,11,3,73,45,16,1010,1009,1008,16,16,16,23,8,34.0,0.00,0,,228
2011-10-14,LAX,27,22,17,17,16,13,93,71,48,1013,1011,1009,16,10,0,23,8,27.0,0.00,6,Fog,234
2011-10-15,LAX,20,18,17,15,14,14,90,82,73,1015,1014,1012,16,12,6,26,13,35.0,0.00,5,,257
2011-10-16,LAX,21,18,16,16,14,14,97,83,68,1017,1016,1015,16,14,3,26,9,32.0,0.00,3,,257
2011-10-17,LAX,22,19,15,16,15,14,100,84,68,1018,1016,1016,16,6,0,19,9,27.0,0.00,3,Fog,263
2011-10-18,LAX,17,16,15,14,14,14,93,89,84,1018,1016,1014,16,3,0,32,10,37.0,0.00,8,Fog,247
2011-10-19,LAX,18,17,15,14,14,13,93,83,73,1014,1013,1012,11,5,2,21,9,24.0,0.00,7,Fog,168
2011-10-20,LAX,19,17,16,14,13,12,90,82,73,1018,1015,1014,14,10,6,21,8,29.0,0.00,6,Fog,224
2011-10-21,LAX,19,17,16,13,13,12,84,76,67,1019,1018,1016,14,10,6,24,11,32.0,0.00,5,Fog,290
2011-10-22,LAX,18,16,13,14,14,13,100,89,78,1018,1016,1014,13,3,0,24,9,35.0,0.00,6,Fog,280
2011-10-23,LAX,19,17,14,14,13,13,100,84,68,1016,1015,1014,11,4,0,23,7,27.0,0.00,7,Fog,246
2011-10-24,LAX,18,17,15,13,13,12,87,77,67,1019,1017,1015,16,11,6,23,10,29.0,0.00,8,,274
2011-10-25,LAX,18,17,16,14,13,12,90,81,72,1019,1017,1016,16,14,6,19,9,34.0,T,8,,263
2011-10-26,LAX,19,17,14,13,12,9,87,72,56,1018,1016,1015,16,16,16,23,11,29.0,0.00,1,,255
2011-10-27,LAX,22,17,11,14,8,-6,93,54,15,1017,1016,1014,16,16,16,21,7,26.0,0.00,0,,258
2011-10-28,LAX,25,18,11,13,6,-6,78,46,14,1018,1017,1016,16,16,16,23,9,26.0,0.00,1,,257
2011-10-29,LAX,24,18,12,13,7,-1,78,49,20,1017,1016,1015,16,16,13,19,5,26.0,0.00,1,,240
2011-10-30,LAX,24,18,12,16,9,1,90,57,23,1017,1016,1015,16,15,11,23,8,39.0,0.00,2,,242
2011-10-31,LAX,17,14,11,14,12,11,100,89,78,1017,1015,1013,13,6,0,19,8,29.0,0.00,4,Fog,260
2011-11-01,LAX,19,16,13,13,12,11,93,76,58,1015,1014,1013,10,5,2,16,5,,0.00,3,Fog,264
2011-11-02,LAX,29,21,12,12,-4,-21,93,48,3,1019,1017,1015,16,13,3,16,8,,0.00,1,Fog,59
2011-11-03,LAX,19,17,14,13,3,-11,73,43,13,1017,1014,1012,16,16,16,24,10,45.0,0.00,4,,271
2011-11-04,LAX,16,14,12,12,8,0,77,59,41,1012,1009,1007,16,16,10,40,18,48.0,3.56,6,Rain,274
2011-11-05,LAX,16,12,8,8,4,-1,80,58,35,1017,1015,1011,16,16,16,24,12,35.0,0.00,1,,312
2011-11-06,LAX,16,12,9,9,7,4,93,78,62,1017,1016,1015,16,13,2,35,11,47.0,10.67,5,Rain,70
2011-11-07,LAX,17,12,8,7,6,3,86,66,46,1023,1020,1017,16,16,16,26,9,32.0,0.00,0,,290
2011-11-08,LAX,20,14,8,9,4,1,77,53,29,1025,1023,1022,16,16,16,23,10,,0.00,1,,4
2011-11-09,LAX,26,17,9,9,0,-9,64,37,9,1025,1022,1020,16,16,16,21,9,27.0,0.00,3,,37
2011-11-10,LAX,24,20,15,-1,-5,-8,24,18,12,1022,1019,1015,16,16,16,23,9,35.0,0.00,7,,47
2011-11-11,LAX,22,18,15,8,2,-3,56,38,20,1015,1012,1009,16,16,16,24,9,34.0,T,6,Rain,101
2011-11-12,LAX,18,15,12,12,8,6,72,62,52,1011,1010,1008,16,16,14,37,13,56.0,3.81,7,Rain,82
2011-11-13,LAX,21,17,12,12,10,7,89,67,45,1014,1012,1011,16,16,16,27,10,34.0,0.00,3,,276
2011-11-14,LAX,18,15,11,12,11,9,93,78,63,1016,1014,1013,16,16,16,24,8,39.0,0.00,4,,166
2011-11-15,LAX,18,16,13,12,11,9,86,71,56,1019,1017,1016,16,15,11,26,10,32.0,0.00,4,,274
2011-11-16,LAX,17,15,13,13,12,11,93,80,67,1022,1020,1019,16,10,4,24,9,32.0,0.00,3,Fog,252
2011-11-17,LAX,19,16,12,13,12,9,93,75,56,1020,1017,1015,16,8,1,24,5,27.0,0.00,4,Fog,238
2011-11-18,LAX,16,15,13,12,11,9,86,75,64,1016,1014,1013,16,11,5,13,7,24.0,0.00,7,,197
2011-11-19,LAX,16,13,11,11,9,7,86,74,62,1015,1013,1012,16,16,13,24,10,27.0,T,6,Rain,185
2011-11-20,LAX,12,11,9,12,9,7,100,86,71,1016,1014,1013,16,11,1,29,10,37.0,24.89,7,Rain,106
2011-11-21,LAX,14,11,7,10,9,7,100,84,67,1025,1022,1016,16,16,13,21,8,26.0,0.00,2,Fog,288
2011-11-22,LAX,18,13,7,12,9,6,100,81,62,1026,1023,1020,16,16,16,21,7,27.0,0.00,1,,271
2011-11-23,LAX,18,14,9,12,9,6,86,67,48,1019,1016,1014,16,16,14,21,9,,0.00,5,Fog,265
2011-11-24,LAX,17,14,11,11,9,8,100,79,58,1020,1017,1015,16,15,11,24,9,24.0,T,4,,279
2011-11-25,LAX,18,14,10,12,9,7,93,76,58,1024,1022,1020,16,15,11,21,7,26.0,0.00,1,,78
2011-11-26,LAX,23,17,10,13,7,-3,89,54,19,1026,1024,1023,16,16,13,19,5,26.0,0.00,0,,267
2011-11-27,LAX,27,18,8,4,-1,-5,50,31,12,1026,1024,1021,16,16,16,21,9,29.0,0.00,1,,31
2011-11-28,LAX,25,18,10,8,2,-6,52,34,16,1021,1019,1018,16,16,16,23,6,26.0,0.00,5,,352
2011-11-29,LAX,23,19,16,13,6,0,78,52,26,1019,1017,1016,16,16,16,21,4,23.0,0.00,4,Fog,279
2011-11-30,LAX,21,14,7,13,9,-8,100,62,24,1017,1013,1008,16,8,0,52,14,76.0,0.00,3,Fog,65
2011-12-01,LAX,19,16,11,6,-5,-11,51,32,12,1013,1010,1008,16,16,16,34,17,64.0,0.00,2,,357
2011-12-02,LAX,18,13,9,13,7,2,81,57,33,1016,1015,1013,16,16,16,35,11,40.0,0.00,1,,272
2011-12-03,LAX,17,13,9,8,-3,-16,63,37,11,1023,1019,1015,16,16,16,23,8,34.0,0.00,0,,92
2011-12-04,LAX,17,12,6,6,-4,-14,66,39,12,1024,1022,1020,16,16,16,21,7,35.0,0.00,2,,74
2011-12-05,LAX,18,10,2,4,-3,-13,56,36,15,1026,1023,1021,16,16,16,19,6,27.0,0.00,0,,172
2011-12-06,LAX,16,11,5,5,-4,-11,61,39,16,1027,1026,1025,16,16,16,26,7,34.0,0.00,0,,348
2011-12-07,LAX,18,12,7,11,-2,-13,90,53,16,1024,1021,1018,16,16,16,23,8,32.0,0.00,0,,349
2011-12-08,LAX,19,11,3,10,2,-6,77,53,28,1020,1019,1017,16,16,14,21,7,26.0,0.00,2,,102
2011-12-09,LAX,19,13,7,12,4,-3,86,55,24,1021,1020,1019,16,16,14,19,6,26.0,0.00,2,Fog,284
2011-12-10,LAX,18,14,9,11,6,-6,83,53,22,1021,1019,1017,16,16,16,27,8,32.0,0.00,2,,265
2011-12-11,LAX,15,12,8,8,7,5,83,68,53,1017,1014,1011,16,15,10,19,6,23.0,0.00,7,,99
2011-12-12,LAX,13,11,9,9,8,6,89,78,66,1011,1009,1007,16,12,5,27,12,47.0,16.51,7,Rain,80
2011-12-13,LAX,17,13,9,8,6,3,86,67,47,1019,1014,1011,16,16,16,32,11,37.0,0.00,4,,349
2011-12-14,LAX,16,12,8,9,7,4,83,72,60,1025,1023,1020,16,16,14,19,8,29.0,0.00,2,,8
2011-12-15,LAX,14,11,7,8,6,4,86,74,61,1024,1021,1018,16,15,10,27,7,35.0,0.51,4,Rain-Thunderstorm,76
2011-12-16,LAX,19,12,6,7,2,-3,89,58,26,1020,1018,1016,16,16,16,19,6,26.0,0.00,1,Fog,208
2011-12-17,LAX,18,15,11,7,5,1,62,49,36,1021,1019,1016,16,16,14,19,7,27.0,T,6,Rain,309
2011-12-18,LAX,17,13,9,11,8,7,86,71,56,1022,1020,1018,16,16,16,24,8,27.0,0.00,4,,122
2011-12-19,LAX,15,12,9,9,8,7,89,73,57,1019,1017,1016,16,15,11,21,8,32.0,0.00,6,,107
2011-12-20,LAX,18,13,9,9,7,3,86,63,40,1017,1016,1014,16,16,16,16,3,,0.00,2,,246
2011-12-21,LAX,17,12,7,11,7,2,83,67,51,1019,1017,1015,16,16,10,16,6,24.0,0.00,1,,176
2011-12-22,LAX,20,14,8,9,-2,-21,86,46,6,1028,1024,1019,16,16,13,35,8,63.0,0.00,1,Fog,51
2011-12-23,LAX,19,12,4,8,-6,-20,66,36,6,1032,1029,1028,16,16,16,19,5,,0.00,2,,144
2011-12-24,LAX,22,14,6,1,-5,-11,62,37,11,1029,1027,1026,16,16,16,19,5,,0.00,0,,115
2011-12-25,LAX,22,14,7,9,-1,-11,77,44,10,1027,1025,1023,16,16,16,23,6,26.0,0.00,1,,310
2011-12-26,LAX,20,14,7,10,2,-7,89,53,16,1024,1023,1022,16,16,13,14,6,21.0,0.00,1,,202
2011-12-27,LAX,19,13,7,10,6,-1,100,64,28,1024,1023,1021,16,13,0,19,6,24.0,0.00,2,Fog,278
2011-12-28,LAX,23,16,8,9,3,-6,76,46,15,1024,1022,1020,16,16,16,21,6,24.0,0.00,1,,286
2011-12-29,LAX,21,15,9,13,9,1,100,65,29,1019,1016,1015,16,11,1,19,5,21.0,0.00,3,Fog,265
2011-12-30,LAX,14,11,8,11,10,8,100,92,83,1019,1017,1016,8,1,0,14,6,26.0,0.00,5,Fog,250
2011-12-31,LAX,17,12,7,11,9,6,100,78,56,1019,1017,1016,8,3,0,19,5,24.0,0.00,3,Fog,246
2011-09-01,DFW,38,33,27,17,14,11,51,35,19,1015,1013,1010,16,16,16,34,14,45.0,0.00,1,,157
2011-09-02,DFW,38,33,28,22,18,13,65,45,24,1013,1011,1008,16,16,16,29,15,37.0,0.00,2,,127
2011-09-03,DFW,38,32,26,19,14,9,54,36,18,1010,1008,1005,16,16,16,34,14,45.0,0.00,3,,82
2011-09-04,DFW,36,30,24,18,15,13,54,43,31,1012,1009,1007,16,16,16,50,33,61.0,0.00,3,,9
2011-09-05,DFW,29,24,19,11,6,2,45,31,17,1017,1015,1012,16,16,16,45,27,58.0,0.00,0,,9
2011-09-06,DFW,31,23,14,8,6,3,67,43,18,1019,1016,1015,16,16,16,21,9,24.0,0.00,0,,10
2011-09-07,DFW,32,24,16,8,4,2,56,36,15,1021,1019,1016,16,15,8,35,13,45.0,0.00,3,,25
2011-09-08,DFW,31,25,19,8,6,2,48,32,16,1021,1019,1015,16,16,16,29,12,40.0,0.00,2,,360
2011-09-09,DFW,32,26,18,10,5,1,48,32,15,1017,1015,1013,16,16,16,26,10,37.0,0.00,1,,1
2011-09-10,DFW,34,25,16,9,8,6,52,35,18,1017,1015,1013,16,16,16,24,9,29.0,0.00,1,,323
2011-09-11,DFW,36,27,18,14,10,8,68,43,18,1018,1016,1015,16,16,16,23,9,32.0,0.00,1,,360
2011-09-12,DFW,39,30,21,14,10,8,66,41,15,1019,1015,1012,16,16,16,19,7,24.0,0.00,2,,154
2011-09-13,DFW,42,33,24,11,10,6,43,29,15,1013,1011,1008,16,16,16,35,18,45.0,0.00,3,,226
2011-09-14,DFW,36,30,23,18,13,9,50,35,20,1014,1011,1009,16,16,16,35,14,45.0,T,5,Rain-Thunderstorm,244
2011-09-15,DFW,26,22,18,15,13,11,68,56,43,1021,1019,1015,16,16,16,37,20,45.0,0.00,6,,44
2011-09-16,DFW,33,27,20,22,17,10,93,67,40,1020,1017,1014,16,12,2,40,14,48.0,16.51,7,Rain-Thunderstorm,133
2011-09-17,DFW,33,27,20,22,19,18,90,69,47,1018,1015,1012,16,14,10,34,16,39.0,0.00,6,,165
2011-09-18,DFW,34,28,22,21,20,19,84,63,41,1016,1013,1010,16,16,16,42,17,52.0,0.00,5,Thunderstorm,202
2011-09-19,DFW,31,25,19,19,13,8,81,53,24,1019,1016,1014,16,16,16,35,16,48.0,0.00,2,,9
2011-09-20,DFW,32,24,17,16,12,9,73,49,24,1016,1014,1011,16,16,16,14,6,19.0,0.00,0,,33
2011-09-21,DFW,34,27,19,16,13,11,66,46,26,1016,1014,1013,16,16,16,23,8,27.0,0.00,2,,131
2011-09-22,DFW,26,22,17,16,14,9,78,63,47,1021,1017,1013,16,16,16,42,20,53.0,T,5,Rain,3
2011-09-23,DFW,28,21,14,14,11,7,93,60,26,1022,1019,1015,16,16,11,16,7,24.0,0.00,1,,358
2011-09-24,DFW,36,26,16,11,9,7,72,45,17,1015,1011,1006,16,16,16,34,16,52.0,0.00,3,,194
2011-09-25,DFW,34,28,22,14,11,8,53,37,21,1007,1005,1003,16,16,16,32,19,47.0,0.00,4,,263
2011-09-26,DFW,32,24,16,17,14,9,73,56,39,1012,1009,1007,16,16,16,24,12,29.0,0.00,2,,72
2011-09-27,DFW,34,27,21,16,14,12,61,49,36,1013,1011,1009,16,16,16,23,9,27.0,0.00,4,,66
2011-09-28,DFW,36,28,21,14,11,9,53,37,20,1014,1011,1009,16,16,16,21,7,26.0,0.00,1,,69
2011-09-29,DFW,38,29,21,19,14,11,69,45,21,1015,1012,1008,16,16,10,64,8,82.0,0.25,4,Rain-Thunderstorm,69
2011-09-30,DFW,28,23,18,12,2,-1,42,29,15,1022,1019,1016,16,16,16,37,22,47.0,0.00,3,,17
2011-10-01,DFW,28,21,13,7,3,-1,62,39,15,1023,1021,1020,16,16,16,14,7,23.0,0.00,0,,39
2011-10-02,DFW,29,22,14,7,4,2,55,37,18,1025,1021,1020,16,16,16,24,6,32.0,0.00,0,,125
2011-10-03,DFW,31,22,13,9,6,4,61,41,21,1023,1021,1020,16,16,16,21,9,32.0,0.00,0,,132
2011-10-04,DFW,30,22,13,9,6,3,67,43,18,1023,1021,1018,16,16,16,24,10,34.0,0.00,0,,144
2011-10-05,DFW,31,23,15,13,7,3,67,43,19,1021,1017,1014,16,16,16,34,15,47.0,0.00,5,,142
2011-10-06,DFW,31,24,17,18,14,8,78,57,36,1017,1014,1012,16,16,16,40,24,53.0,0.00,5,,155
2011-10-07,DFW,32,28,23,19,18,16,79,62,44,1017,1015,1013,16,16,16,42,30,53.0,0.00,6,,150
2011-10-08,DFW,31,25,19,19,17,14,87,65,42,1018,1015,1012,16,16,14,42,28,53.0,1.52,6,Rain,130
2011-10-09,DFW,23,20,17,19,17,16,93,86,79,1017,1016,1013,16,12,2,47,13,56.0,34.80,8,Rain,348
2011-10-10,DFW,24,21,17,17,16,15,100,80,60,1018,1016,1014,16,12,0,21,8,24.0,0.00,6,Fog,336
2011-10-11,DFW,29,23,17,17,15,13,93,67,40,1014,1011,1008,16,16,14,24,10,42.0,0.00,4,,210
2011-10-12,DFW,29,23,17,18,16,13,93,68,43,1010,1009,1007,16,13,2,56,12,69.0,22.86,5,Rain-Thunderstorm,254
2011-10-13,DFW,27,21,15,15,8,4,66,46,25,1015,1013,1011,16,16,16,29,16,37.0,0.00,0,,333
2011-10-14,DFW,30,22,13,11,8,6,80,51,21,1016,1013,1012,16,16,16,26,9,32.0,0.00,0,,176
2011-10-15,DFW,31,23,15,12,9,8,67,46,24,1019,1016,1014,16,16,16,24,8,29.0,0.00,0,,175
2011-10-16,DFW,31,23,16,17,13,11,73,54,34,1017,1015,1012,16,16,16,27,16,42.0,0.00,0,,194
2011-10-17,DFW,31,24,17,19,15,11,78,59,40,1013,1008,1002,16,14,3,58,22,69.0,7.87,3,Rain-Thunderstorm,197
2011-10-18,DFW,20,16,12,13,3,-1,55,41,26,1018,1015,1007,16,16,16,50,33,61.0,0.00,2,,343
2011-10-19,DFW,21,16,9,1,0,-2,56,40,24,1020,1018,1016,16,16,16,47,22,61.0,0.00,0,,326
2011-10-20,DFW,22,14,6,6,2,0,76,51,25,1020,1018,1015,16,16,16,27,8,34.0,0.00,0,,142
2011-10-21,DFW,28,19,10,13,9,2,68,52,36,1020,1018,1016,16,16,16,21,9,27.0,0.00,0,,144
2011-10-22,DFW,29,23,17,18,16,13,93,70,47,1018,1015,1011,16,16,16,40,20,50.0,0.00,2,,181
2011-10-23,DFW,24,20,16,18,16,14,93,74,54,1020,1016,1011,16,15,0,40,9,50.0,8.64,5,Rain-Thunderstorm,52
2011-10-24,DFW,27,19,12,18,14,12,100,73,45,1023,1021,1019,16,7,0,19,6,21.0,0.00,2,Fog,177
2011-10-25,DFW,29,24,18,16,14,12,78,58,37,1019,1015,1012,16,16,16,47,22,53.0,0.00,0,,175
2011-10-26,DFW,29,23,16,18,15,12,87,65,43,1013,1011,1009,16,16,16,40,22,50.0,0.00,4,,209
2011-10-27,DFW,16,13,9,11,8,6,93,75,57,1020,1015,1011,16,14,3,48,26,64.0,3.56,7,Rain,2
2011-10-28,DFW,17,12,7,8,4,2,86,61,36,1025,1023,1020,16,16,16,34,17,40.0,0.00,4,,352
2011-10-29,DFW,19,12,4,5,2,0,82,57,31,1026,1023,1019,16,16,16,29,11,40.0,0.00,0,,190
2011-10-30,DFW,22,14,7,6,4,1,70,52,33,1022,1020,1018,16,16,16,29,10,37.0,0.00,2,,180
2011-10-31,DFW,25,17,8,8,7,6,86,60,33,1023,1021,1018,16,16,16,24,9,29.0,0.00,0,,171
2011-11-01,DFW,25,19,14,11,9,7,72,53,33,1020,1017,1015,16,16,16,37,23,47.0,0.00,1,,174
2011-11-02,DFW,26,17,8,16,12,1,90,68,45,1025,1016,1013,16,16,11,60,33,72.0,0.25,6,,193
2011-11-03,DFW,14,10,5,1,-3,-7,67,45,23,1029,1026,1025,16,16,16,39,24,63.0,0.00,0,,323
2011-11-04,DFW,18,9,1,1,-2,-5,75,48,21,1025,1022,1019,16,16,16,14,7,16.0,0.00,0,,348
2011-11-05,DFW,22,14,6,11,6,1,83,60,37,1018,1014,1010,16,16,16,40,20,52.0,0.00,3,,143
2011-11-06,DFW,26,22,18,18,16,12,84,74,64,1016,1014,1011,16,16,16,37,23,47.0,0.00,7,,164
2011-11-07,DFW,26,23,20,19,18,9,90,76,62,1016,1014,1011,16,16,8,39,24,48.0,4.57,8,Rain-Thunderstorm,154
